gene,in_ResLit,in_ResFinder,in_CARD,in_RefGeneCatalog,num_databases
etta,True,False,False,False,1
evga,True,False,True,False,2
evgs,True,False,True,False,2
exbb,True,False,False,False,1
exbd,True,False,False,False,1
exo-1,False,False,True,False,1
exos,True,False,False,False,1
exou,True,False,False,False,1
exsa,True,False,False,False,1
exsd,True,False,False,False,1
fabd,True,False,False,False,1
fabf,True,False,False,False,1
fabg1,False,False,True,False,1
fabh,True,False,False,False,1
fabk,True,False,False,False,1
fabl,True,False,False,False,1
fabl2,True,False,False,False,1
fabv,True,False,False,False,1
faby,True,False,False,False,1
fabz,True,False,False,False,1
fact,False,False,True,False,1
fadd,True,False,False,False,1
fadd14,True,False,False,False,1
fade,True,False,False,False,1
fade24,True,False,False,False,1
fadl,True,False,False,False,1
far1,True,False,False,False,1
fara,False,False,True,False,1
farab,True,False,False,False,1
farb,True,False,True,True,3
fare,True,False,False,False,1
farr,True,False,False,False,1
fasa,True,False,False,False,1
fba,True,False,False,False,1
fbia,True,False,False,False,1
fbib,True,False,False,False,1
fbic,True,False,False,False,1
fcl_1,True,False,False,False,1
fcot,True,False,False,False,1
fdh1 cb,True,False,False,False,1
fdng,True,False,False,False,1
fdxb,True,False,False,False,1
feca,True,False,False,False,1
feci,True,False,False,False,1
fema,True,False,False,False,1
femab,True,False,False,False,1
femb,True,False,False,False,1
feoa,True,False,False,False,1
feoab,True,False,False,False,1
feoc,True,False,False,False,1
fepa,True,False,False,False,1
fepe,True,False,False,False,1
fepr,True,False,False,False,1
fetab,True,False,False,False,1
fexa,True,True,True,True,4
fexb,True,True,True,True,4
ffh,True,False,False,False,1
fgd1,True,False,False,False,1
fhab3,True,False,False,False,1
fib81,True,False,False,False,1
fief,True,False,False,False,1
fima,True,False,False,False,1
fimd,True,False,False,False,1
fimh,True,False,False,False,1
fimh64,True,False,False,False,1
fimz,True,False,False,False,1
flga,True,False,False,False,1
flgd,True,False,False,False,1
flge,True,False,False,False,1
flgj,True,False,False,False,1
flgkl,True,False,False,False,1
flhab,True,False,False,False,1
flhcd,True,False,False,False,1
flhf,True,False,False,False,1
flia,True,False,False,False,1
flic,True,False,False,False,1
flik,True,False,False,False,1
flor,True,True,True,True,4
flor2,True,True,True,True,4
florr,True,False,False,False,1
flu,True,False,False,False,1
fmro,False,True,False,False,1
fmt,True,False,False,False,1
fmta,True,False,False,False,1
fmtb,True,False,False,False,1
fnba,True,False,False,False,1
fnr,True,False,False,False,1
folb,True,False,False,False,1
folc,True,False,False,False,1
folm,True,False,False,False,1
folx,True,False,False,False,1
foma,True,True,True,True,4
fomb,False,True,True,True,3
fos,True,True,False,True,3
fos7,True,False,False,False,1
fosa,True,True,True,True,4
fosa11,True,False,False,True,2
fosa12,True,False,False,True,2
fosa13,True,False,False,True,2
fosa3_1,True,False,False,False,1
fosa7,True,True,True,True,4
fosa7_1,True,False,False,False,1
fosa8,True,False,True,True,3
fosa_3,True,False,False,False,1
fosa_4,True,False,False,False,1
fosa_5,True,False,False,False,1
fosa_6,True,False,False,False,1
fosb,True,True,True,True,4
fosc,False,True,True,True,3
fosc2,True,True,True,True,4
fosd,True,True,True,True,4
fose,False,True,False,True,2
fosf,False,True,False,True,2
fosg,False,True,True,True,3
fosi,True,True,True,True,4
fosk,True,True,True,True,4
fosl,True,True,True,True,4
fosm1,True,False,True,True,3
fosm2,True,False,True,True,3
fosm3,True,False,True,True,3
foss,False,False,False,True,1
fosu,False,False,False,True,1
fosx,True,True,True,True,4
fosxcc,True,False,True,True,3
fosy,True,True,True,True,4
fosz,False,False,False,True,1
fpr1,True,False,False,False,1
frdd,True,False,False,False,1
fre,True,False,False,False,1
frub,True,False,False,False,1
fsla,True,False,False,False,1
fsr,True,False,False,False,1
ftlc,True,False,False,False,1
ftn_1133,True,False,False,False,1
ftsh,True,False,False,False,1
ftsk,True,False,False,False,1
ftsl,True,False,False,False,1
ftsn,True,False,False,False,1
ftsw,True,False,False,False,1
ftsx,True,False,False,False,1
ftsz,True,False,False,False,1
fupa/b,True,False,False,False,1
fur,True,False,False,False,1
fur1,True,False,False,False,1
fura,True,False,False,False,1
fusb,True,True,True,True,4
fusb1,True,False,False,False,1
fusc,True,True,True,True,4
fusd,True,False,True,True,3
fusf,True,False,True,True,3
fush,True,False,True,True,3
ga-d2,True,False,False,False,1
gaca,True,False,False,False,1
gacs,True,False,False,False,1
gada,True,False,False,False,1
gadb,True,False,False,False,1
gadw,True,False,True,False,2
gadwx,True,False,False,False,1
gadx,True,False,True,False,2
gale,True,False,False,False,1
gapa,True,False,False,False,1
gapc,True,False,False,False,1
gar,True,True,False,True,3
garp,True,False,False,False,1
gatc,True,False,False,False,1
gbua,True,False,False,False,1
gdha,True,False,False,False,1
gdpd,False,False,True,False,1
gdx,True,False,False,False,1
gele,True,False,False,False,1
genr,True,False,False,False,1
gepa,True,False,False,False,1
gid,True,False,False,False,1
gidb,True,False,False,False,1
gima,False,False,True,False,1
glda,True,False,False,False,1
glf,True,False,False,False,1
glmm,True,False,False,False,1
glmr,True,False,False,False,1
glmu,True,False,False,False,1
glna,True,False,False,False,1
glna1,True,False,False,False,1
glnpq,True,False,False,False,1
gloa,True,False,False,False,1
glob,True,False,False,False,1
glpf,True,False,False,False,1
glpk,True,False,False,False,1
glpr,True,False,False,False,1
glpt,True,False,True,False,2
glti,True,False,False,False,1
gltk,True,False,False,False,1
glup,True,False,False,False,1
glxk,True,False,False,False,1
glya,True,False,False,False,1
glyu,True,False,False,False,1
glyx,True,False,False,False,1
glyy,True,False,False,False,1
gm r,True,False,False,False,1
gmhb,True,False,False,False,1
gmk,True,False,False,False,1
gnd,True,False,False,False,1
gols,True,False,True,False,2
golt,True,False,False,False,1
gor,True,False,False,False,1
gplr1,True,False,False,False,1
gpma,True,False,False,False,1
gpmi,True,False,False,False,1
gpsb,True,False,False,False,1
grab,True,False,False,False,1
graf,True,False,False,False,1
grar,True,False,False,False,1
grars,True,False,False,False,1
gras,True,False,False,False,1
grcc1,True,False,False,False,1
grda,True,True,False,True,3
grm,True,True,False,True,3
grma,False,True,False,False,1
grmb,False,True,False,False,1
grmo,False,True,False,False,1
groel,True,False,False,False,1
groes,True,False,False,False,1
grol,True,False,False,False,1
grpe,True,False,False,False,1
grxd,True,False,False,False,1
gsha,True,False,False,False,1
gshb,True,False,False,False,1
gspd,True,False,False,False,1
gst,True,False,False,False,1
gst_119,True,False,False,False,1
gst_121,True,False,False,False,1
gsta,True,False,False,False,1
gstb,True,False,False,False,1
gsti1,True,False,False,False,1
gstπ,True,False,False,False,1
guab,True,False,False,False,1
gutm,True,False,False,False,1
gutr,True,False,False,False,1
h-ns,True,False,True,False,2
had,True,False,False,False,1
hada,True,False,False,False,1
hadab,True,False,False,False,1
hadbc,True,False,False,False,1
hadc,True,False,False,False,1
hara,True,False,False,False,1
hasf,True,False,False,False,1
hcna,True,False,False,False,1
hcnb,True,False,False,False,1
hcnc,True,False,False,False,1
hcp,True,False,False,False,1
hcpc,True,False,False,False,1
hda,True,False,False,False,1
hdc,True,False,False,False,1
hdea,True,False,False,False,1
hdeb,True,False,False,False,1
hefa,True,False,False,False,1
helr,True,False,True,True,3
hely,True,False,False,False,1
hema,True,False,False,False,1
hemb,True,False,False,False,1
hemh,True,False,False,False,1
hepa,True,False,False,False,1
hept,True,False,False,False,1
hflc,True,False,False,False,1
hflkc,True,False,False,False,1
hflx,True,False,False,False,1
hflxr,True,False,False,False,1
hilc,True,False,False,False,1
hipa,True,False,False,False,1
hipa7,True,False,False,False,1
hipab,True,False,False,False,1
hisa,True,False,False,False,1
hisb,True,False,False,False,1
hisc,True,False,False,False,1
hisd,True,False,False,False,1
hisf,True,False,False,False,1
hisg,True,False,False,False,1
hldd,True,False,False,False,1
hlpa,True,False,False,False,1
hlya-alpha,True,False,False,False,1
hlyd,True,False,False,False,1
hmp,True,False,False,False,1
hmpa,True,False,False,False,1
hmrm,True,False,True,True,3
hmw1,True,False,False,False,1
hns,True,False,False,False,1
hom12,True,False,False,False,1
hp1181,False,False,True,False,1
hp1184,False,False,True,False,1
hpac,True,False,False,False,1
hpf,True,False,False,False,1
hprk/p,True,False,False,False,1
hprs,True,False,False,False,1
hrpa,True,False,False,False,1
hsdm,True,False,False,False,1
hsdr,True,False,False,False,1
hsds,True,False,False,False,1
hslj,True,False,False,False,1
hsp23,True,False,False,False,1
hsp70,True,False,False,False,1
hsp90,True,False,False,False,1
htpx,True,False,False,False,1
htra,True,False,False,False,1
huga,True,True,False,True,3
hupa,True,False,False,False,1
hyab,True,False,False,False,1
hydg,True,False,False,False,1
hyfj,True,False,False,False,1
ibag,True,False,False,False,1
ibea,True,False,False,False,1
icaa,True,False,False,False,1
icad,True,False,False,False,1
icl1,True,False,False,False,1
icmf3,True,False,False,False,1
icr-mo,True,False,True,True,3
igaa,True,False,False,False,1
ihfa,True,False,False,False,1
imih,False,True,False,False,1
imis,False,True,False,False,1
imp-2-group,True,False,False,False,1
infb,True,False,False,False,1
inia,True,False,False,False,1
inib,True,False,False,False,1
inic,True,False,False,False,1
ino1,True,False,False,False,1
int,True,False,False,False,1
int 1,True,False,False,False,1
int1,True,False,False,False,1
inta,True,False,False,False,1
intb,True,False,False,False,1
intd,True,False,False,False,1
inti 1,True,False,False,False,1
inti1,True,False,False,False,1
inti2,True,False,False,False,1
ipt1,True,False,False,False,1
irek,True,False,True,False,2
iri,True,False,True,True,3
irob,True,False,False,False,1
irocd,True,False,False,False,1
iron,True,False,False,False,1
isaa,True,False,False,False,1
iscr,True,False,False,False,1
iscs,True,False,False,False,1
ispa8,True,False,False,False,1
ispd,True,False,False,False,1
ispe,True,False,False,False,1
iss,True,False,False,False,1
istr,True,False,False,False,1
iuca,True,False,False,False,1
iuta,True,False,False,False,1
jefa,True,False,False,False,1
kamb,True,True,True,True,4
kamc,False,False,False,True,1
kasa,True,False,False,False,1
kasb,True,False,False,False,1
kata,True,False,False,False,1
kate,True,False,False,False,1
kdea,True,False,False,True,2
kdgr,True,False,False,False,1
kdpb,True,False,False,False,1
kdpc,True,False,False,False,1
kdpd,False,False,True,False,1
kdpe,True,False,True,False,2
kdtb,True,False,False,False,1
kexd,True,False,False,False,1
kgmb,False,True,False,False,1
khtu,True,False,False,False,1
klca,True,False,False,False,1
kmr,False,True,False,False,1
kmra,True,False,False,False,1
kphs_p300670,True,False,False,False,1
kphs_p300880,True,False,False,False,1
kpne,True,False,True,False,2
kpnef,True,False,False,False,1
kpnf,True,False,True,False,2
kpng,False,False,True,False,1
kpnh,False,False,True,False,1
kpse,True,False,False,False,1
ksga,True,False,False,False,1
ktra,True,False,False,False,1
ktrbd,True,False,False,False,1
ktrc,True,False,False,False,1
ktrd,True,False,False,False,1
lactb,True,False,False,False,1
lafa,True,False,False,False,1
lamb,True,False,False,False,1
lana,True,False,False,False,1
lapc,True,False,False,False,1
lasa,True,False,False,False,1
lasb,True,False,False,False,1
lasr,True,False,False,False,1
lat,True,False,False,False,1
lcp1,True,False,False,False,1
lcpa,True,False,False,False,1
ldca,True,False,False,False,1
lde,True,False,False,False,1
ldrd,True,False,False,False,1
ldt mt2,True,False,False,False,1
ldtd,True,False,False,False,1
leca,True,False,False,False,1
lepa,True,False,False,False,1
lepb,True,False,False,False,1
leu taa,True,False,False,False,1
leuo,True,False,True,False,2
leus,True,False,False,False,1
lexa,True,False,False,False,1
lfra,True,False,True,False,2
lgt,True,False,False,False,1
lhr,True,False,False,False,1
liaf,True,False,False,False,1
liah,True,False,False,False,1
liar,True,False,False,False,1
lias,True,False,False,False,1
liax,True,False,False,False,1
lieab,True,False,False,False,1
lig,True,False,False,False,1
ligb,True,False,False,False,1
ligm,True,False,False,False,1
ligv,True,False,False,False,1
lin,False,False,True,False,1
lina,True,False,False,False,1
lina/a,True,False,False,False,1
linb,True,False,False,False,1
linc01134,True,False,False,False,1
ling,False,False,True,False,1
linj.06.1010,True,False,False,False,1
linj.10.1090,True,False,False,False,1
linj.21.1450,True,False,False,False,1
linj.30.3560,True,False,False,False,1
linj.32.0050,True,False,False,False,1
linj.34.1110,True,False,False,False,1
linj.34.3220,True,False,False,False,1
linj.36.0790,True,False,False,False,1
linj.36.2510,True,False,False,False,1
lipd,True,False,False,False,1
lmo0441,True,False,False,False,1
lmo0762,True,False,False,False,1
lmo0919,True,False,False,False,1
lmr(a),False,True,False,False,1
lmra,True,False,False,False,1
lmrb,True,False,True,False,2
lmrb2,True,False,False,False,1
lmrb2/3,True,False,False,False,1
lmrc,True,False,True,True,3
lmrcd,True,False,False,False,1
lmrd,True,False,True,False,2
lmrp,True,False,True,False,2
lmrs,True,False,True,False,2
lnu ( f ) _1,True,False,False,False,1
lnu a_1,True,False,False,False,1
lnu(a),True,True,True,True,4
lnu(an2),True,False,False,True,2
lnu(b),True,True,True,True,4
lnu(c),True,True,True,True,4
lnu(d),True,True,True,True,4
lnu(e),True,True,True,True,4
lnu(f),True,True,True,True,4
lnu(g),True,True,True,True,4
lnu(h),True,False,True,True,3
lnu(i),True,False,False,True,2
lnu(p),True,True,True,True,4
lnufg,True,False,False,False,1
lolc,True,False,False,False,1
lole,True,False,False,False,1
lpca,True,False,False,False,1
lpda,True,False,False,False,1
lpea,False,False,True,False,1
lpeb,False,False,True,False,1
lpp,True,False,False,False,1
lpqz,True,False,False,False,1
lprb,True,False,False,False,1
lps b,True,False,False,False,1
lpsa,False,False,True,False,1
lpsb,False,False,True,False,1
lpt3,True,False,False,False,1
lptd,False,False,True,False,1
lrp,True,False,False,False,1
lsa(a),True,True,True,True,4
lsa(b),True,True,True,True,4
lsa(c),True,True,True,True,4
lsa(d),True,False,True,True,3
lsa(e),True,True,True,True,4
lso,True,False,False,False,1
lspa,True,False,False,False,1
ltas,True,False,False,False,1
ltasa,True,False,False,False,1
luke,True,False,False,False,1
luxs,True,False,False,False,1
lysx,True,False,False,False,1
lyta,True,False,False,False,1
lyth,True,False,False,False,1
m35,False,False,True,False,1
maa1979,True,False,False,False,1
maa2520,True,False,False,False,1
macab,True,False,True,False,2
macb,True,False,True,False,2
malk,True,False,False,False,1
malt,True,False,False,False,1
map,True,False,False,False,1
map3734c,True,False,False,False,1
map3736c,True,False,False,False,1
map3739c,True,False,False,False,1
map3740,True,False,False,False,1
map3747c,True,False,False,False,1
map3749,True,False,False,False,1
map3751,True,False,False,False,1
map3765,True,False,False,False,1
map3767c,True,False,False,False,1
map3769c,True,False,False,False,1
map3770,True,False,False,False,1
map3772c,True,False,False,False,1
map3778,True,False,False,False,1
mapa,True,False,False,False,1
mara,False,False,True,False,1
mara47 yp,True,False,False,False,1
marb,True,False,False,False,1
marc,True,False,False,False,1
marr,True,False,False,False,1
mas,True,False,False,False,1
mazf3,True,False,False,False,1
mbl,True,False,False,False,1
mbtd,True,False,False,False,1
mcbr,True,False,False,False,1
mce1r,True,False,False,False,1
mce4,True,False,False,False,1
mco,True,False,False,False,1
mcr-1,True,True,True,True,4
mcr-10,True,True,True,True,4
mcr-11,True,False,False,True,2
mcr-12,True,False,False,True,2
mcr-13,True,False,False,True,2
mcr-2,True,True,True,True,4
mcr-3,True,True,True,True,4
mcr-4,True,True,True,True,4
mcr-5,True,True,True,True,4
mcr-6,True,True,True,True,4
mcr-7,True,True,True,True,4
mcr-8,True,True,True,True,4
mcr-9,True,True,True,True,4
mcss,True,False,False,False,1
mdaa,True,False,False,False,1
mdea,True,False,True,False,2
mdf (a),True,False,False,False,1
mdf a,True,False,False,False,1
mdf(a),True,False,False,False,1
mdf(a)_1,True,False,False,False,1
mdfa,True,False,True,False,2
mdfa2,True,False,False,False,1
mdh,True,False,False,False,1
mdla,True,False,False,False,1
mdr 1,True,False,False,False,1
mdr1,True,False,False,False,1
mdr1/p-gp,True,False,False,False,1
mdr2,True,False,False,False,1
mdr3,True,False,False,False,1
mdr4,True,False,False,False,1
mdr50,True,False,False,False,1
mdr65,True,False,False,False,1
mdra,True,False,False,False,1
mdrl,True,False,False,False,1
mdrt,True,False,False,False,1
mdsa,True,False,True,True,3
mdsab,True,False,False,False,1
mdsb,True,False,True,True,3
mdsc,False,False,True,False,1
mdt,True,False,True,True,3
mdt a,True,False,False,False,1
mdt b,True,False,False,False,1
mdt c,True,False,False,False,1
mdt k,True,False,False,False,1
mdt(a),True,True,False,False,2
mdta,True,False,True,False,2
mdtab,True,False,False,False,1
mdtb,True,False,True,False,2
mdtbc,True,False,False,False,1
mdtc,True,False,True,False,2
mdtd,True,False,False,False,1
mdte,True,False,True,False,2
mdtef,True,False,False,False,1
mdtf,True,False,True,False,2
mdtg,True,False,True,False,2
mdth,True,False,True,False,2
mdtk,True,False,True,False,2
mdtl,True,False,False,False,1
mdtm,True,False,True,True,3
mdtn,True,False,True,False,2
mdto,True,False,True,False,2
mdtp,True,False,True,False,2
mdtq,True,False,True,False,2
mdtr,True,False,False,False,1
mdtrp,True,False,False,False,1
meca,True,True,True,True,4
meca m,True,False,False,False,1
meca1,True,True,False,True,3
meca2,True,True,False,True,3
mecb,True,True,True,True,4
mecc,True,True,True,True,4
mecc2,True,True,False,True,3
mecc3,True,False,False,True,2
mecca,True,False,False,False,1
mecd,True,True,True,True,4
meci,True,False,True,True,3
mecl,False,False,True,False,1
mecr1,True,False,True,True,3
mecr2,True,False,False,False,1
mecri,True,False,False,False,1
mef a/e,True,False,False,False,1
mef(a),True,True,True,True,4
mef(a/e),True,False,False,False,1
mef(b),True,True,True,True,4
mef(c),True,True,True,True,4
mef(d),True,False,True,True,3
mef(en2),True,False,True,True,3
mef(f),True,False,True,True,3
mef(h),True,False,True,True,3
mef(j),False,False,True,True,2
mefa/e,True,False,False,False,1
mefa_10,True,False,False,False,1
mefae,True,False,False,False,1
meff a,True,False,False,False,1
mel,False,False,True,False,1
menb,True,False,False,False,1
mend,True,False,False,False,1
meng,True,False,False,False,1
mepa,True,False,True,True,3
mepab,True,False,False,False,1
mepk,True,False,False,False,1
mepm,True,False,False,False,1
mepm1,True,False,False,False,1
mepr,True,False,True,False,2
mera,True,False,False,False,1
merb,True,False,False,False,1
merc,True,False,False,False,1
merc5,True,False,False,False,1
merd,True,False,False,False,1
mere,True,False,False,False,1
merg,True,False,False,False,1
merp,True,False,False,False,1
merr,True,False,False,False,1
merr1,True,False,False,False,1
mert,True,False,False,False,1
metb,True,False,False,False,1
mete,True,False,False,False,1
metf,True,False,False,False,1
metg2,True,False,False,False,1
meth,True,False,False,False,1
metk,True,False,False,False,1
mets1,True,False,False,False,1
mets2,True,False,False,False,1
mex c,True,False,False,False,1
mexa,True,False,True,True,3
mexab,True,False,False,False,1
mexb,True,False,True,False,2
mexc,True,False,True,False,2
mexd,True,False,True,False,2
mexe,True,False,True,True,3
mexf,True,False,True,False,2
mexg,True,False,True,False,2
mexh,True,False,True,False,2
mexi,True,False,True,False,2
mexj,True,False,True,False,2
mexk,True,False,True,False,2
mexl,True,False,True,False,2
mexm,False,False,True,False,1
mexn,True,False,True,False,2
mexp,False,False,True,False,1
mexq,True,False,True,False,2
mexr,True,False,False,False,1
mexs,True,False,False,False,1
mexv,True,False,True,False,2
mexvw,True,False,False,False,1
mexw,True,False,True,False,2
mexx,True,False,True,True,3
mexxy,True,False,False,False,1
mexy,True,False,True,False,2
mexyz,True,False,False,False,1
mfd,True,False,True,False,2
mfpa,True,False,True,False,2
mglb,True,False,False,False,1
mgra,True,False,True,False,2
mgrb,True,False,True,False,2
mgt,True,False,True,True,3
mgta,True,False,True,False,2
mgtc,True,False,False,False,1
mhpe,True,False,False,False,1
mhqr,True,False,False,False,1
miaa,True,False,False,False,1
micf,True,False,False,False,1
mipa,True,False,True,False,2
mipb,True,False,False,False,1
misr,True,False,False,False,1
mlaa,True,False,False,False,1
mlac,True,False,False,False,1
mlad,False,False,True,False,1
mlae,True,False,False,False,1
mlaf,True,False,True,False,2
mlebca,False,False,False,True,1
mlebcb,False,False,False,True,1
mlebrb,False,False,False,True,1
mlecbf,False,False,False,True,1
mlepba,False,False,False,True,1
mlepbb,False,False,False,True,1
mltb,True,False,False,False,1
mltc,True,False,False,False,1
mltd,True,False,False,False,1
mlte,True,False,False,False,1
mltf,True,False,False,False,1
mltf2,True,False,False,False,1
mltg,True,False,False,False,1
mmaa3,True,False,True,False,2
mmaa4,True,False,False,False,1
mmp,True,False,False,False,1
mmpl11,True,False,False,False,1
mmpl3,True,False,False,False,1
mmpl5,True,False,False,False,1
mmpl7,True,False,False,False,1
mmpl9,True,False,False,False,1
mmpr5,True,False,False,False,1
mmps5,True,False,False,False,1
mmr,True,False,False,False,1
mnma,True,False,False,False,1
mnmg,True,False,False,False,1
mnta,True,False,False,False,1
mntb,True,False,False,False,1
mntc,True,False,False,False,1
mod,True,False,False,False,1
moda,True,False,False,False,1
moew,True,False,False,False,1
moex,True,False,False,False,1
mog,True,False,False,False,1
motab,True,False,False,False,1
mph(a),True,True,True,True,4
mph(a)_2,True,False,False,False,1
mph(b),True,True,True,True,4
mph(c),True,True,True,True,4
mph(d),False,True,False,False,1
mph(e),True,True,True,True,4
mph(f),False,True,True,True,3
mph(g),True,True,True,True,4
mph(g1169),True,False,False,False,1
mph(g373),True,False,False,False,1
mph(i),False,True,False,False,1
mph2,True,False,False,False,1
mphbm,True,False,False,False,1
mphh,False,False,True,True,2
mphi,True,True,True,False,3
mphj,False,True,True,True,3
mphk,True,True,True,True,4
mphl,True,False,True,True,3
mphm,False,False,True,True,2
mphn,False,True,True,True,3
mpho,False,False,True,False,1
mphpi,True,False,False,False,1
mphr,True,False,False,False,1
mpl,True,False,False,False,1
mpr1,True,False,False,False,1
mpr2,True,False,False,False,1
mpra,True,False,False,False,1
mprf,True,False,True,False,2
mprf2,True,False,False,False,1
mpta,True,False,False,False,1
mraw,True,False,False,False,1
mray,True,False,False,False,1
mrca,True,False,False,False,1
mrcb,True,False,False,False,1
mrda,True,False,False,False,1
mrdh,True,False,False,False,1
mrea,True,True,True,False,3
mreb,True,False,False,False,1
mrk d,True,False,False,False,1
mrkd,True,False,False,False,1
mrp,True,False,False,False,1
mrp1,True,False,False,False,1
mrp2,True,False,False,False,1
mrp4,True,False,False,False,1
mrp5,True,False,False,False,1
mrp7,True,False,False,False,1
mrpa,True,False,False,False,1
mrr1,True,False,False,False,1
mrs(a),True,False,False,False,1
mrsa,True,False,False,False,1
mrx(a),True,False,True,True,3
msba,True,False,True,False,2
msha,True,False,False,False,1
mshb,True,False,False,False,1
mshd,True,False,False,False,1
msi-oxa,False,False,True,False,1
mspa,True,False,False,False,1
msr(a),True,True,True,True,4
msr(a/b),True,False,False,False,1
msr(b),True,False,True,False,2
msr(c),True,True,True,True,4
msr(d),True,True,False,True,3
msr(e),True,True,True,True,4
msr(g),False,False,True,True,2
msr(i),False,False,True,True,2
msra/b,True,False,False,False,1
msra/d,True,False,False,False,1
msra/msrb,True,False,False,False,1
msra2,True,False,False,False,1
msrab,True,False,False,False,1
msrb,True,False,False,False,1
msrf,True,False,True,True,3
msrh,True,False,True,True,3
mstx,True,False,False,False,1
mtra,True,False,True,True,3
mtrc,True,False,True,True,3
mtrcd,True,False,False,False,1
mtrd,True,False,True,False,2
mtre,True,False,True,False,2
mtrf,True,False,False,False,1
mtrr,True,False,False,False,1
mtrr1,True,False,False,False,1
mucd,True,False,False,False,1
mupa,True,True,True,True,4
mupb,True,True,True,True,4
mupp,True,False,False,False,1
mura,False,False,True,False,1
muraa,True,False,False,False,1
murab,True,False,False,False,1
murc,True,False,False,False,1
murd,True,False,False,False,1
mure,True,False,False,False,1
murf,True,False,False,False,1
muri,True,False,False,False,1
muri1,True,False,False,False,1
murj,True,False,False,False,1
murm,True,False,False,False,1
murmn,True,False,False,False,1
murn,True,False,False,False,1
muru,True,False,False,False,1
mutl,True,False,False,False,1
mutm,True,False,False,False,1
muts,True,False,False,False,1
mutt,True,False,False,False,1
muty,True,False,False,False,1
muxa,False,False,True,False,1
muxb,True,False,True,False,2
muxc,True,False,True,False,2
mvat,True,False,True,False,2
myra,True,False,True,True,3
mzra,True,False,False,False,1
nada,True,False,False,False,1
nadb,True,False,False,False,1
nadc,True,False,False,False,1
naga,True,False,False,False,1
nagz,True,False,False,False,1
nalc,True,False,False,False,1
nana,True,False,False,False,1
nane,True,False,False,False,1
nara,True,True,False,True,3
narab,True,False,False,False,1
narb,True,True,False,True,3
narg,True,False,False,False,1
narq,True,False,False,False,1
nasa,True,False,False,False,1
nat,True,False,True,False,2
nat2*5,True,False,False,False,1
nat2*5b,True,False,False,False,1
nat3,True,False,False,False,1
nata,True,False,False,False,1
nccb,True,False,False,False,1
ndh,True,False,False,False,1
ndha,True,False,False,False,1
ndvb,True,False,False,False,1
nemr,True,False,False,False,1
netb,True,False,False,False,1
neuc,True,False,False,False,1
nfar_rox,False,False,True,False,1
nfnb,True,False,False,False,1
nfra1,True,False,False,False,1
nfsa,True,False,False,False,1
nfsb,True,False,False,False,1
nfua,True,False,False,False,1
nfxb,True,False,False,False,1
nhaa,True,False,False,False,1
nhaa1,True,False,False,False,1
nhaa2,True,False,False,False,1
nict,True,False,False,False,1
nikd,True,False,False,False,1
nima,True,True,True,True,4
nimb,True,True,True,True,4
nimb-cd,False,False,True,True,2
nimc,True,True,True,True,4
nimd,True,True,True,True,4
nime,True,True,True,True,4
nimf,False,True,True,False,2
nimg,False,False,True,True,2
nimh,False,True,True,False,2
nimi,True,True,True,True,4
nimj,True,True,True,True,4
nimk,True,False,True,True,3
nirc,True,False,False,False,1
nlpd,True,False,False,False,1
nlpe,True,False,False,False,1
nlpi,True,False,False,False,1
nmca,False,False,True,False,1
nmcr,False,False,True,False,1
nms,True,False,False,True,2
noha,True,False,False,False,1
nora,True,False,True,False,2
norb,True,False,True,False,2
norb/c,True,False,False,False,1
norb1,True,False,False,False,1
norb4,True,False,False,False,1
norc,True,False,True,False,2
norm,True,False,False,True,2
norr,True,False,False,False,1
norv,True,False,False,False,1
nova,False,False,True,False,1
npma,True,True,True,True,4
npma2,True,False,False,False,1
npmb,True,False,False,True,2
npmc,False,False,False,True,1
nrdd,True,False,False,False,1
nrdf2,True,False,False,False,1
nrdr,True,False,False,False,1
nreb,True,False,False,False,1
nshr,False,False,False,True,1
nsrr,True,False,False,False,1
nth,True,False,False,False,1
nudb,True,False,False,False,1
nudc,True,False,True,False,2
nudt15,True,False,False,False,1
nuoa,True,False,False,False,1
nuoc,True,False,False,False,1
nuod,True,False,False,False,1
nuof,True,False,False,False,1
nuog,True,False,False,False,1
nuok,True,False,False,False,1
nuom,True,False,False,False,1
nuon,True,False,False,False,1
oata,True,False,False,False,1
ohr,True,False,False,False,1
ohrb,True,False,False,False,1
ole(b),True,True,True,True,4
ole(c),True,True,False,False,2
olec,True,False,True,False,2
oled,True,False,True,True,3
olei,True,False,True,True,3
omp1,False,False,True,False,1
ompa,True,False,True,False,2
ompb,True,False,False,False,1
ompc,True,False,True,False,2
ompc_378,True,False,False,False,1
ompcf,True,False,False,False,1
ompd,True,False,False,False,1
ompf,True,False,False,False,1
omph,True,False,False,False,1
ompk26,True,False,False,False,1
ompk35,True,False,True,False,2
ompk36,True,False,True,False,2
ompk36v,True,False,False,False,1
ompk37,True,False,True,False,2
ompp,True,False,False,False,1
ompp2,True,False,False,False,1
ompt,True,False,True,False,2
omptp,True,False,False,False,1
ompu,True,False,True,False,2
ompv,True,False,False,False,1
ompw,True,False,False,False,1
ompx,True,False,False,False,1
omra,True,False,False,False,1
oord,True,False,False,False,1
opc,True,False,False,False,1
opcm,True,False,True,False,2
opdp,True,False,False,False,1
opggh,True,False,False,False,1
opmb,False,False,True,False,1
opmd,True,False,True,False,2
opme,False,False,True,False,1
opmh,True,False,True,False,2
oppa,True,False,False,False,1
oppc,True,False,False,False,1
oppd,True,False,False,False,1
oppf,True,False,False,False,1
