pmid	doi	publisher_family	followup_status	journal	title
31960033	10.1093/jac/dkz536	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	GPC-1, a novel class A carbapenemase detected in a clinical Pseudomonas aeruginosa isolate.
32277823	10.1093/jac/dkaa125	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Molecular and functional analysis of the novel cfr(D) linezolid resistance gene identified in Enterococcus faecium.
32291839	10.1111/1462-2920.15020	Wiley	abstract_only_with_pdf_candidate	Environmental microbiology	The novel and transferable erm(51) gene confers macrolides, lincosamides and streptogramins B (MLS(B) ) resistance to clonal Rhodococcus equi in the environment.
32293144	10.1002/adbi.201900221	Wiley	abstract_only_with_pdf_candidate	Advanced biosystems	Genetic and Biochemical Characterization of VMB-1, a Novel Metallo-β-Lactamase Encoded by a Conjugative, Broad-Host Range IncC Plasmid from Vibrio spp.
32706619	10.1089/mdr.2020.0218	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Characterization of lsa(D), a Novel Gene Responsible for Resistance to Lincosamides, Streptogramins A, and Pleuromutilins in Fish Pathogenic Lactococcus garvieae Serotype II.
32712659	10.1093/jac/dkaa305	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Microevolution of acquired colistin resistance in Enterobacteriaceae from ICU patients receiving selective decontamination of the digestive tract.
33118027	10.1093/jac/dkaa405	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	The novel macrolide resistance genes mef(F) and msr(G) are located on a plasmid in Macrococcus canis and a transposon in Macrococcus caseolyticus.
33201995	10.1093/jac/dkaa488	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of the novel OXA-213-like β-lactamase OXA-822 from Acinetobacter calcoaceticus.
33382875	10.1093/jac/dkaa513	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Class D β-lactamases.
33877914	10.1089/mdr.2020.0437	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Amino Acid Substitution Ser83Ile in GyrA of DNA Gyrases Confers High-Level Quinolone Resistance to Nontyphoidal Salmonella Without Loss of Supercoiling Activity.
34097480	10.1128/AAC.00695-21	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Detection of poxtA2, a Presumptive poxtA Ancestor, in a Plasmid from a Linezolid-Resistant Enterococcus gallinarum Isolate.
34227210	10.1111/1462-2920.15663	Wiley	abstract_only_with_pdf_candidate	Environmental microbiology	Characterization and identification of SFDC-1, a novel AmpC-type β-lactamase in Serratia fonticola.
34329431	10.1093/jac/dkab272	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Identification and characteristics of a novel aminoglycoside phosphotransferase, APH(3')-IId, from an MDR clinical isolate of Brucella intermedia.
34339276	10.1128/AAC.01066-21	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Characterization of the First Carbapenem-Resistant Pseudomonas aeruginosa Clinical Isolate Harboring bla(SIM-1) from the United States.
34427311	10.1093/jac/dkab304	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	No in vitro activity of cefiderocol against OXA-427-producing Enterobacterales.
34545931	10.1093/jac/dkab342	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of the novel plasmid-encoded MBL gene blaAFM-1, integrated into a blaIMP-45-bearing transposon Tn6485e in a carbapenem-resistant Pseudomonas aeruginosa clinical isolate.
34568905	10.1093/jac/dkab346	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Selection and characterization of mutational resistance to aztreonam/avibactam in β-lactamase-producing Enterobacterales.
34609499	10.1093/jac/dkab363	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Trajectory of genetic alterations associated with colistin resistance in Acinetobacter baumannii during an in-hospital outbreak of infection.
34865035	10.1093/jac/dkab407	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Ultra-deep long-read sequencing detects IS-mediated gene duplications as a potential trigger to generate arrays of resistance genes and a mechanism to induce novel gene variants such as blaCTX-M-243.
34994196	10.1021/acschembio.1c00799	ACS	abstract_only_with_pdf_candidate	ACS chemical biology	Dual-Mechanism Confers Self-Resistance to the Antituberculosis Antibiotic Capreomycin.
35137119	10.1093/jac/dkac029	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Emergence of rare carbapenemases (FRI, GES-5, IMI, SFC and SFH-1) in Enterobacterales isolated from surface waters in Japan.
35257174	10.1093/jac/dkac050	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of GMB-1, a novel metallo-β-lactamase (MBL) found in three different Enterobacterales species.
35373297	10.1093/jac/dkac100	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Dynamic evolution of imipenem/relebactam resistance in a KPC-producing Klebsiella pneumoniae from a single patient during ceftazidime/avibactam-based treatments.
35512733	10.1089/mdr.2021.0353	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Susceptibility of Burkholderia cepacia Complex to Ceftazidime/Avibactam and Standard Drugs of Treatment for Cystic Fibrosis Patients.
35639577	10.1093/jac/dkac149	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Novel macrolide-lincosamide-streptogramin B resistance gene erm(54) in MRSA ST398 from Germany.
35704614	10.1093/femspd/ftac020	OUP	abstract_only_with_pdf_candidate	Pathogens and disease	Coexistence of blaNDM-1, blaOXA-51, blaOXA-23, and armA in conjunction with novel mutations detected in RND efflux pump regulators in tigecycline resistant clinical isolates of Acinetobacter baumannii.
35786775	10.1093/jac/dkac210	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Molecular and biochemical characterization of novel PAM-like MBL variants, PAM-2 and PAM-3, from clinical isolates of Pseudomonas tohonis.
35920875		Unclassified	abstract_only_no_fulltext_candidate	The new microbiologica	Identification of a novel mutation involved in colistin resistance in Klebsiella pneumoniae through Next-Generation Sequencing (NGS) based approaches.
36112395	10.1089/mdr.2022.0143	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Complete Genome Sequence of a Multidrug-Resistant Klebsiella pneumoniae Strain Carrying bla(OXA181) and bla(KPC-125) Carbapenemase.
36864015	10.1093/jac/dkad004	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Rapid selection of a cefiderocol-resistant Escherichia coli producing NDM-5 associated with a single amino acid substitution in the CirA siderophore receptor.
36918743	10.1093/jac/dkad062	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Simultaneous and divergent evolution of resistance to cephalosporin/β-lactamase inhibitor combinations and imipenem/relebactam following ceftazidime/avibactam treatment of MDR Pseudomonas aeruginosa infections.
36964710	10.1093/jac/dkad086	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Outbreak by KPC-62-producing ST307 Klebsiella pneumoniae isolates resistant to ceftazidime/avibactam and cefiderocol in a university hospital in Madrid, Spain.
36995982	10.1093/jac/dkad091	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of a novel carbapenem-hydrolysing β-lactamase OXA-1041 in Escherichia coli.
37141282	10.1093/jac/dkad133	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Emergence of tet(X2) in Acinetobacter pittii confers clinical resistance to tigecycline.
37352110	10.1093/jac/dkad194	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	In vivo emergence of a still uncommon resistance to fidaxomicin in the urgent antimicrobial resistance threat Clostridioides difficile.
38197500	10.1093/jac/dkad400	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of VIM-29 and VIM-86, two VIM-1 variants isolated in multidrug-resistant Enterobacterales in France.
